Genero,Edad,Bici,Estacion salida,Estacion llegada,Duracion viaje en minutos
M,50.0,2299105,103,183,2.98
M,42.0,6737571,672,302,14.07
F,34.0,3967940,355,310,10.47
M,25.0,8124844,640,407,4.28
F,16.0,4453767,560,576,10.65
F,39.0,6241491,576,565,6.65
F,36.0,8223240,642,072,29.5
F,35.0,8894883,613,299,8.6
O,20.0,2182061,141,563,9.45
M,33.0,5146568,633,374,9.97
M,26.0,6986947,496,554,19.73
M,51.0,3306446,533,497,12.5
M,24.0,8617755,077,649,34.5
M,22.0,4060000,191,166,2.77
O,32.0,6004568,151,141,5.2
M,21.0,4279949,242,465,7.03
F,43.0,6097562,206,125,34.57
M,41.0,3763778,146,131,17.78
M,46.0,7809627,194,232,7.03
M,30.0,3134160,173,204,20.08
M,27.0,4735320,129,110,11.1
M,33.0,6611925,122,097,38.27
M,37.0,4424982,455,136,22.53
M,38.0,3487519,192-193,305,29.83
M,34.0,4492385,048,572,16.03
O,36.0,7599129,600,332,32.32
M,42.0,2528081,063,058,1.43
F,33.0,4051157,143,148,1.78
F,25.0,3909132,498,497,4.65
M,52.0,4114724,079,073,7.33
M,25.0,7642291,030,030,18.6
M,51.0,7992688,478,086,9.95
M,31.0,4220190,235-236,224,10.43
M,31.0,5313648,006,452,13.52
M,34.0,4789269,169,178,6.73
M,52.0,2702280,450,029,4.18
M,20.0,8704140,040,158-159,18.98
F,41.0,2206720,638,685,28.17
M,44.0,3967940,129,033,4.42
F,24.0,6669899,021,017,4.22
M,40.0,2503175,563,034,13.93
M,37.0,3225778,596,616,13.2
M,34.0,6772362,575,566,8.58
M,34.0,4620233,137,126,4.3
M,38.0,4204236,628,635,14.48
F,25.0,7383623,242,242,2.05
F,30.0,2117877,607,425,32.8
M,23.0,2087047,499,546,8.38
M,24.0,4913604,562,562,14.6
M,44.0,4903290,192-193,455,9.78
F,37.0,7857584,369,352,5.72
M,35.0,8440885,315,346,3.65
M,22.0,8058810,235-236,237-238,5.45
M,32.0,3544574,183,093,17.48
M,35.0,7709751,192-193,028,8.18
F,40.0,7115488,517,474,14.4
M,28.0,8528648,119,082,8.23
F,33.0,3941929,182,258,16.75
M,31.0,4414645,282,232,23.47
M,35.0,6938401,208,479,6.62
M,43.0,6923585,628,022,25.35
M,40.0,4050258,119,325,24.78
F,26.0,2205839,124,266-267,16.38
F,38.0,6611925,548,545,6.78
M,33.0,6060107,097,087,8.58
F,33.0,8960643,258,074,11.38
M,55.0,5512009,456,197,21.82
F,22.0,2802429,498,503,19.4
M,25.0,6659759,129,552,23.17
M,32.0,5232459,256,041,3.4
F,21.0,7079569,096,029,8.5
M,29.0,4113684,255,174,5.12
M,36.0,2329076,295,599,5.33
M,27.0,4616637,704,660,18.38
M,28.0,6074249,631,625,4.48
M,34.0,4165106,404,429,7.2
M,27.0,4350153,338,145,14.33
F,31.0,5841770,414,188,39.07
M,48.0,2854784,208,197,9.42
M,52.0,5010426,134,044,15.15
F,23.0,3813482,616,324,11.92
F,46.0,5928221,126,137,7.18
M,37.0,7539083,182,138,14.87
M,33.0,5667340,271-272,122,13.23
F,34.0,8469603,173,107-108,23.47
M,27.0,5796800,689,694,9.3
F,29.0,6206783,492,254,11.22
M,50.0,6592596,148,572,9.22
F,52.0,2153351,476,482,6.22
M,28.0,8847642,015,002,3.47
M,42.0,3325347,111,480,10.58
M,26.0,6571186,337,373,5.6
M,26.0,7415284,261,384,33.92
M,30.0,4090213,041,107-108,8.45
F,36.0,4295069,270,549,10.27
M,27.0,5545512,533,502,7.53
F,51.0,5029137,072,053,9.9
M,26.0,7365810,659,434,5.43
F,29.0,2351062,054,027,14.82
F,30.0,7917750,242,271-272,20.7
M,28.0,5564174,146,139,6.88
F,44.0,8858649,514,510,8.52
M,45.0,4741872,507,515,8.07
M,50.0,8441552,092,041,13.25
M,37.0,7571656,041,260,22.9
F,36.0,4315446,549,015,18.42
M,38.0,4374393,467,204,5.47
F,27.0,5301973,317,032,29.1
M,48.0,5293584,557,563,12.87
M,47.0,7730377,556,557,20.7
F,30.0,8993214,212,245,5.17
M,53.0,3314291,535,548,12.48
M,49.0,2661270,175,061,15.57
O,27.0,3749272,115,260,7.85
F,51.0,7449614,597,321,10.22
M,28.0,5773247,494,553,6.27
F,39.0,6751093,139,043,23.28
M,39.0,8950875,170,286,7.48
M,42.0,8241002,639,634,23.57
M,31.0,4139242,077,310,35.77
M,18.0,5567706,261,115,35.98
M,49.0,3756111,194,224,6.38
M,22.0,8339913,010,007,19.22
M,28.0,6906432,330,028,26.98
M,48.0,3883410,017,107-108,10.65
M,32.0,5357116,450,026,4.13
M,27.0,3890118,374,596,12.75
M,38.0,7646276,059,084,5.78
O,30.0,2149698,587,594,10.73
M,29.0,8153314,280,598,7.4
F,33.0,7341209,011,487,13.28
F,36.0,2829166,052,266-267,12.45
M,42.0,2074854,006,029,13.28
M,34.0,8002594,327,360,13.9
M,39.0,6849202,007,006,6.58
O,41.0,4162376,610,277,13.05
M,28.0,7339336,053,284,8.93
M,33.0,6061683,278,129,14.4
M,20.0,7060072,028,035,21.2
M,22.0,7846736,498,501,5.78
M,35.0,2105492,348,307,4.72
F,26.0,5946132,633,644,10.43
F,47.0,3247178,014,233,17.02
M,35.0,6882435,060,073,2.55
F,25.0,7155500,336,287,10.8
M,56.0,7918287,139,253,14.48
F,26.0,4124871,006,520,21.12
F,21.0,4440814,548,041,8.93
M,23.0,5652029,621,641,11.9
M,30.0,3305166,145,575,8.82
M,44.0,8198665,014,184,12.93
M,35.0,3353661,648,698,14.1
M,30.0,4277828,592,354,30.32
M,17.0,4689253,016,606,23.4
F,45.0,4093415,542,017,19.07
M,41.0,7437734,250,461,22.37
O,51.0,6156087,163,164,5.83
M,32.0,3263050,384,423,8.22
M,32.0,2412724,119,321,20.55
F,40.0,6420301,285,049,11.35
M,27.0,5406632,300,192-193,38.7
M,41.0,4546990,710,295,20.63
M,31.0,6897003,327,326,22.78
F,49.0,8596603,510,016,22.05
F,31.0,3599859,617,599,8.48
F,19.0,3803616,548,499,11.97
M,52.0,3554300,096,095,9.2
M,35.0,2117323,438,384,9.52
M,27.0,6120620,138,044,13.33
F,28.0,3490786,037,069,6.48
M,43.0,8713570,107-108,114,3.85
F,49.0,5285150,338,708,38.75
F,26.0,3743234,484,472,3.35
O,34.0,4628491,271-272,014,13.03
F,26.0,3620739,132,261,21.7
F,29.0,4998803,104,119,16.77
M,21.0,3851458,419,417,2.23
M,20.0,3247186,440,666,4.75
M,23.0,4099065,162,163,4.8
F,29.0,3174604,088,141,22.03
M,25.0,5792239,644,631,10.23
M,24.0,7765340,337,175,12.47
F,32.0,5183710,465,217,11.63
M,41.0,4097465,301,461,36.65
M,27.0,7099732,264-275,581,37.92
M,22.0,2898237,139,132,5.85
O,30.0,7109689,323,704,25.07
M,42.0,6637995,068,014,10.87
F,32.0,4704672,113,131,8.42
M,47.0,7432867,110,031,13.18
M,25.0,3661097,150,066,11.83
F,52.0,6304729,072,064,11.33
M,31.0,3104882,158-159,136,5.5
M,31.0,5153408,643,638,3.02
M,27.0,3229689,053,077,9.15
M,31.0,5110614,243,494,18.5
M,32.0,6050769,470,467,7.7
M,57.0,4212627,036,018,17.65
M,22.0,5854146,133,568,7.78
M,26.0,4248191,584,710,26.57
M,21.0,3218930,706,703,4.58
M,25.0,3155694,667,387,6.85
M,39.0,5364062,158-159,128,14.37
M,52.0,8978199,384,392,5.23
M,31.0,8299489,301,044,13.1
M,25.0,2243335,555,551,5.67
M,27.0,7974850,329,310,12.6
M,32.0,2898237,224,261,19.23
M,33.0,4019410,555,529,20.07
F,26.0,5373212,679,663,4.27
M,43.0,3837614,042,061,5.85
F,47.0,6463376,389,115,31.25
M,43.0,8075681,154,129,7.27
F,21.0,2339968,539,031,23.15
M,38.0,8516718,486,469,4.45
F,22.0,6611313,035,096,17.9
M,22.0,5964564,502,497,3.3
M,37.0,4249587,283,621,16.73
F,38.0,3826765,128,064,8.2
M,48.0,7271885,038,265,14.25
M,32.0,2442796,056,068,5.67
M,26.0,6775860,271-272,027,11.63
F,22.0,4259933,008,089,22.17
M,24.0,2720126,316,477,25.13
M,26.0,3311065,476,074,22.43
M,30.0,6155238,150,319,12.5
M,46.0,7917057,613,321,4.85
O,31.0,4420667,010,138,9.65
M,37.0,3836327,554,111,8.73
M,33.0,8310104,162,164,3.78
F,22.0,3948155,465,219,23.32
F,32.0,7032774,577,325,19.93
F,24.0,5267943,001,156,14.02
M,40.0,7849763,461,453,9.57
M,42.0,3493723,461,548,26.42
F,37.0,5068044,056,169,15.25
M,38.0,3784790,593,402,14.87
F,29.0,3071255,668,438,8.57
F,35.0,5564851,185,077,5.33
F,35.0,7882574,646,638,4.45
M,34.0,5036595,046,154,9.77
M,30.0,8000747,210,242,10.58
M,31.0,6045165,319,320,20.3
M,43.0,7281421,197,479,15.7
M,45.0,6736532,183,174,2.18
F,38.0,8411373,132,563,14.93
M,37.0,4657581,209,211,16.17
M,32.0,6542351,053,122,21.4
M,28.0,2030963,195,064,21.58
M,27.0,4061891,053,565,20.02
F,25.0,2880375,502,499,7.12
F,27.0,6352850,512,507,3.97
F,56.0,5826904,370,398,11.7
M,39.0,8023210,490,492,6.18
M,44.0,2151603,265,553,13.53
F,35.0,6941926,486,027,8.2
M,32.0,3474871,139,011,10.12
M,33.0,7291040,064,079,6.55
M,22.0,8023442,498,511,9.7
M,36.0,8437683,080,058,25.08
F,24.0,7517303,317,685,37.6
M,19.0,4747119,049,184,19.02
M,35.0,4882221,206,208,5.77
F,37.0,5807235,114,030,9.47
F,37.0,8908691,317,626,16.85
M,25.0,5373261,541,538,22.42
M,52.0,4940557,553,541,7.0
F,23.0,3670049,084,073,17.27
O,50.0,2196749,112,107-108,4.93
M,27.0,2339943,397,698,16.48
M,24.0,8926222,077,130,14.85
M,24.0,6441232,032,066,9.92
M,57.0,2921567,294,142,11.0
M,27.0,4806543,146,685,36.23
M,27.0,3943388,589,597,7.55
M,32.0,4557609,573,560,8.22
M,42.0,6596894,430,609,31.43
M,45.0,7592850,295,297,3.77
F,28.0,3206430,038,447,2.97
M,53.0,6351795,669,433,7.0
M,21.0,6107478,160,499,38.65
M,32.0,6121529,277,064,9.98
M,30.0,5483300,427,595,38.13
M,41.0,8888869,386,390-391,16.93
M,44.0,2979144,566,475,29.12
F,51.0,7681760,195,259,25.5
M,32.0,2944684,171,351,17.43
F,37.0,6934269,317,295,7.65
F,24.0,5345426,459,190,17.08
F,28.0,2336295,038,001,14.48
M,19.0,2253334,421,417,5.73
F,23.0,3399052,565,136,8.47
M,19.0,4802633,126,566,12.47
M,29.0,4045381,340,323,3.17
M,33.0,2312551,377,374,19.03
M,36.0,7812480,281,357,15.82
F,21.0,8383853,423,425,4.78
M,30.0,8873739,474,547,19.35
F,31.0,6167209,248,249,3.23
M,30.0,6087712,043,028,24.82
M,31.0,8911463,174,257,6.35
M,42.0,7697519,360,044,31.85
M,38.0,2568319,150,124,17.63
M,33.0,5564851,378,302,12.68
M,22.0,5567706,704,671,22.65
M,32.0,8040750,265,270,4.62
M,36.0,6146468,292,163,9.0
M,31.0,7212970,284,146,8.33
F,28.0,8639916,169,175,2.72
M,47.0,5301429,507,532,21.68
M,28.0,7291263,303,271-272,31.78
M,32.0,4420378,470,005,17.53
M,29.0,5147194,550,069,27.72
M,45.0,5421441,630,396,16.33
M,36.0,4869145,018,467,25.17
F,37.0,3786480,704,660,12.53
M,23.0,6008387,087,051,21.48
M,21.0,3344132,172,178,3.62
M,30.0,2032407,107-108,011,6.88
M,26.0,2050045,237-238,044,18.63
M,35.0,6248728,631,374,7.08
M,36.0,3407079,136,038,5.85
M,46.0,7634876,077,447,8.5
M,34.0,8182768,205,270,25.73
M,22.0,8577587,007,162,39.07
F,32.0,8586109,195,020,36.28
M,27.0,2373140,372,390-391,9.3
F,22.0,6987432,498,085,23.62
M,40.0,6538557,023,523,24.75
M,31.0,4083333,190,058,9.58
F,27.0,2237717,006,174,13.47
M,38.0,2126860,038,566,13.6
M,30.0,4139655,009,177,16.68
M,46.0,2304301,131,133,4.63
M,27.0,3004546,164,070,13.48
M,27.0,4286597,008,059,9.02
M,23.0,8426454,087,175,22.55
M,33.0,4133864,119,087,10.88
M,36.0,8605677,494,480,11.6
F,42.0,8875270,072,169,8.13
M,31.0,7632235,148,566,4.03
M,29.0,5617436,555,145,17.67
F,25.0,6589493,131,128,2.67
M,33.0,4717153,257,204,20.35
F,32.0,2460921,394,325,8.83
F,29.0,3568086,372,343,8.9
F,52.0,5592050,165,149,7.33
M,45.0,2893568,007,035,7.35
M,48.0,5591110,149,039,11.13
M,47.0,4507935,242,153,26.05
F,23.0,2964914,194,183,24.43
M,24.0,8669020,618,340,5.18
M,38.0,2979623,463,304,30.42
F,42.0,5721071,134,146,14.58
F,18.0,4193496,496,499,5.53
F,32.0,7308166,401,624,11.22
F,34.0,3350626,447,040,9.98
M,22.0,7381114,542,068,21.97
M,55.0,3788213,195,234,13.98
F,25.0,8653347,380,397,5.33
M,31.0,7805591,115,555,6.58
M,28.0,2900744,190,186,3.55
M,17.0,7849128,352,361,9.92
F,24.0,2916351,337,395,9.0
F,23.0,8815201,027,178,28.63
M,32.0,7118193,170,178,3.03
M,42.0,4224028,276,280,16.4
F,34.0,4312146,654,659,9.82
M,33.0,2299105,339,317,6.78
M,26.0,3231164,668,669,4.2
M,33.0,3273893,290,084,7.17
M,32.0,2572980,576,088,22.88
F,27.0,4134995,142,266-267,16.92
M,37.0,5244629,271-272,064,15.3
M,30.0,2313369,419,329,20.98
M,37.0,3978517,517,529,12.6
M,20.0,3858321,075,384,18.4
M,41.0,6315063,134,083,17.98
O,33.0,7709520,360,366,11.9
M,20.0,7528870,056,080,7.15
M,34.0,4350856,147,146,5.2
M,27.0,4651121,040,028,32.6
M,45.0,3281557,270,099,10.23
F,44.0,7549892,460,208,12.62
M,38.0,2648145,118,031,4.53
M,27.0,8502569,302,271-272,23.63
F,46.0,2167716,119,158-159,17.35
M,40.0,3231164,321,300,25.1
M,31.0,5788211,374,399,2.57
M,51.0,3165867,550,085,8.83
F,40.0,7475890,519,529,6.2
F,37.0,5768569,618,630,5.77
M,24.0,6996839,039,142,12.1
M,30.0,3672193,018,183,16.22
F,37.0,3922341,009,214,26.48
M,27.0,4241626,278,291,6.5
M,29.0,8073868,436,037,28.15
M,54.0,7239957,485,161,24.95
M,25.0,8436818,040,370,29.78
M,47.0,4042420,032,054,4.4
M,54.0,4856506,259,543,8.02
M,30.0,7730161,180,165,8.63
M,48.0,2804169,145,125,9.63
F,33.0,2228567,613,596,3.73
F,35.0,6061485,696,657,4.2
M,35.0,7592850,443,628,25.77
O,53.0,4755930,282,281,13.38
M,28.0,3305174,203,206,3.03
F,38.0,7726698,034,130,7.55
M,31.0,8993461,360,360,3.07
M,46.0,6062202,485,270,11.15
M,41.0,2108801,246,014,14.18
F,27.0,8855926,130,575,17.5
M,31.0,2223949,257,136,10.57
M,45.0,7550429,092,065,5.2
M,31.0,8148066,570,604,17.83
M,29.0,7124662,043,201,31.68
F,22.0,8525347,514,518,13.6
F,28.0,5866421,294,589,12.13
M,25.0,8049512,136,561,9.28
M,16.0,4874020,502,534,12.1
F,54.0,7836521,554,015,9.42
M,37.0,2051415,046,051,18.05
M,43.0,5798376,036,107-108,32.77
F,24.0,4917944,635,637,4.52
M,25.0,5770664,133,048,12.45
M,29.0,3038478,250,472,14.15
M,24.0,7271174,243,231,9.45
M,44.0,4970026,024,010,11.25
M,24.0,2466886,430,412,7.93
F,34.0,8077158,017,233,15.97
F,34.0,6241491,545,031,11.92
M,31.0,3715992,030,113,7.2
M,28.0,6055016,169,301,8.38
M,50.0,4035184,096,048,3.88
M,23.0,8342909,683,663,6.57
F,37.0,5411921,028,044,5.9
M,23.0,3788213,493,555,8.1
F,24.0,5148614,017,544,15.87
M,52.0,2977098,437,384,9.45
M,30.0,6729297,390-391,351,22.4
F,28.0,4704441,317,004,25.23
M,19.0,3025822,351,685,33.98
M,45.0,4500559,012,554,12.65
M,24.0,5930631,277,047,10.82
M,29.0,7043060,092,102,17.15
F,27.0,8734501,136,053,10.67
M,27.0,5529359,336,447,21.38
M,43.0,5494331,146,036,32.53
M,37.0,5760749,012,018,6.07
F,30.0,3391406,144,146,7.03
M,24.0,8098865,098,027,10.8
M,41.0,7111727,149,006,22.15
M,56.0,8665101,573,558,5.43
M,33.0,4461976,217,284,24.42
F,27.0,6938872,486,188,18.92
M,35.0,5449848,134,136,25.67
F,42.0,5947247,162,163,4.13
O,41.0,2737989,560,580,10.45
O,30.0,2371987,208,020,28.22
F,28.0,5579107,449,107-108,12.82
M,28.0,5727698,067,045,5.92
F,41.0,7283880,007,043,20.38
F,28.0,4721155,133,107-108,15.6
M,23.0,5443106,084,070,3.42
M,55.0,3710100,030,547,16.97
M,33.0,8500951,237-238,455,7.13
M,35.0,2452159,204,218,8.6
M,46.0,4424982,230,206,3.75
M,22.0,6190235,203,202,2.17
M,37.0,4505236,462,084,35.62
M,32.0,3528429,309,390-391,11.83
F,30.0,8872343,240,476,13.53
M,27.0,3673076,295,613,8.22
F,43.0,7006331,231,043,35.45
F,32.0,4738514,051,135,10.82
M,34.0,3293230,060,195,21.02
M,21.0,8152407,111,040,10.3
M,25.0,6287882,534,535,3.02
F,26.0,7282403,575,646,25.17
M,26.0,8349540,285,063,8.8
M,45.0,4976270,052,474,24.03
F,28.0,6212351,036,365,32.75
O,24.0,2078566,226,170,32.88
M,42.0,6074793,359,448,37.32
M,27.0,2235034,698,685,14.42
M,22.0,2211902,327,663,27.77
M,31.0,5835954,038,029,33.8
M,19.0,7486665,110,121,9.25
M,54.0,5864939,472,494,8.62
M,41.0,6401392,028,140,23.85
M,20.0,2199867,052,494,18.42
M,28.0,5798509,129,547,29.37
F,28.0,4220430,555,086,5.37
M,42.0,8681694,076,053,7.43
F,51.0,3530268,563,099,11.53
M,34.0,7028558,156,064,9.3
M,38.0,8311656,337,378,5.43
M,35.0,7164833,548,548,5.58
F,44.0,7820533,027,048,13.1
M,34.0,4382271,510,523,29.97
M,36.0,4133864,332,317,9.68
M,42.0,6441232,006,599,22.75
M,38.0,5576343,154,012,16.43
F,24.0,3414604,027,195,20.92
M,31.0,2741791,038,354,16.53
M,33.0,6674634,544,111,7.07
M,35.0,6521637,555,015,32.45
M,31.0,2993319,585,581,7.65
F,22.0,7045149,319,297,4.45
F,29.0,5128335,493,552,6.52
F,28.0,8154189,058,064,4.63
M,47.0,8155723,614,338,37.08
M,23.0,2124030,381,302,12.68
M,35.0,4281416,064,062,5.07
F,35.0,2637403,143,120,10.15
F,29.0,2966190,027,271-272,8.83
F,27.0,5344411,563,226,28.6
F,24.0,4954863,037,192-193,35.95
F,47.0,6899264,090,089,2.38
M,26.0,2464105,031,284,19.27
M,34.0,4402327,536,548,8.3
M,32.0,3760600,237-238,459,10.75
M,27.0,2229797,533,507,11.23
M,28.0,8342909,576,081,14.77
M,50.0,7666647,214,218,6.83
M,55.0,3795499,535,489,14.42
M,20.0,3154572,167,175,8.58
F,25.0,5038526,302,385,24.58
O,29.0,7006299,073,044,6.03
M,27.0,8689127,467,208,4.12
M,45.0,3447349,265,019,10.18
M,31.0,3674447,180,246,16.45
M,24.0,7435233,416,421,1.87
M,26.0,6609812,107-108,118,4.45
F,39.0,4487476,541,501,12.38
M,49.0,4032595,224,222,5.72
M,28.0,8934614,351,327,5.05
M,45.0,5415930,048,096,6.02
F,51.0,4462529,483,041,25.27
F,44.0,3357951,325,609,16.42
M,44.0,2408334,042,062,37.48
M,36.0,3730207,020,020,24.93
M,26.0,7539497,476,477,9.17
M,24.0,6669899,461,287,38.43
M,53.0,5253901,690,296,35.7
M,32.0,3451499,107-108,124,4.33
M,39.0,4439147,018,143,9.43
F,36.0,3847696,281,594,7.58
F,34.0,3699618,183,019,11.83
M,53.0,3197290,007,271-272,22.7
F,43.0,7283880,084,022,15.3
F,37.0,7305071,064,208,28.88
M,39.0,5717962,009,037,7.28
M,30.0,8714867,271-272,036,15.0
F,35.0,5592050,061,070,3.53
F,27.0,8718991,073,016,18.33
M,22.0,6672125,006,476,17.88
M,36.0,3115094,056,175,15.05
M,30.0,2231769,037,638,25.5
M,40.0,5403621,374,359,3.2
M,24.0,4772976,262,093,3.83
M,20.0,7783871,052,195,30.25
M,42.0,7413305,167,363,20.07
F,46.0,4254017,082,097,8.3
M,31.0,4707477,017,271-272,14.65
M,25.0,3023579,189,190,3.25
F,32.0,4856506,007,106,29.1
M,56.0,6827752,328,299,17.43
M,30.0,3934833,387,377,21.48
M,32.0,8838393,438,442,6.37
F,32.0,5899026,286,601,26.87
M,49.0,3765237,460,204,7.45
M,28.0,3349198,265,250,16.4
M,41.0,4241048,278,399,21.22
M,28.0,4758785,212,452,4.92
M,40.0,8301954,555,493,11.75
M,38.0,2944296,064,144,7.37
F,24.0,4852638,237-238,492,21.2
F,28.0,4059937,087,137,34.23
F,35.0,3854742,019,271-272,10.95
F,33.0,8008732,524,521,7.52
M,24.0,8295099,566,148,3.15
M,22.0,2283828,386,683,23.88
F,41.0,8101164,060,070,5.15
M,28.0,7104318,674,674,2.78
M,31.0,6466635,270,019,6.65
M,57.0,8324063,675,691,16.48
M,37.0,6209241,158-159,340,11.73
M,26.0,6762132,345,690,28.58
M,23.0,5302658,548,167,30.55
F,34.0,3749272,258,190,6.98
M,28.0,2138659,425,444,8.82
F,44.0,8208027,132,076,14.35
M,38.0,3518438,397,622,12.33
M,36.0,3381134,015,561,12.52
F,30.0,7032915,319,145,13.5
M,24.0,5560834,460,194,16.78
O,41.0,6170526,310,328,3.25
M,28.0,4163572,221,452,16.05
M,30.0,7490063,709,705,4.12
M,33.0,8662199,634,398,9.35
M,30.0,7627540,668,600,29.28
F,34.0,7874894,701,708,8.57
M,34.0,5872387,237-238,554,22.8
M,20.0,3570199,635,441,28.25
M,30.0,7871973,054,604,29.2
F,47.0,7214505,014,065,25.37
F,51.0,7529506,513,464,20.07
M,29.0,6401392,160,169,27.5
M,42.0,5285150,192-193,014,28.83
F,36.0,4521845,152,334,15.22
M,37.0,7257645,671,439,9.43
M,55.0,5502869,250,112,18.55
F,29.0,5267851,271-272,087,16.18
F,25.0,7015704,178,056,8.45
F,30.0,3927332,135,135,4.2
M,27.0,5201520,580,644,23.3
F,32.0,3843745,029,039,16.48
F,39.0,2992253,310,351,10.72
M,28.0,3813862,027,010,5.35
M,37.0,4953436,109,064,21.15
M,33.0,7032055,056,081,5.67
F,50.0,5477682,481,489,5.23
M,34.0,3766904,465,197,9.5
M,28.0,4884250,340,589,22.25
F,23.0,6571566,128,148,8.17
M,35.0,7211923,312,027,22.85
F,42.0,4662326,439,425,7.7
F,29.0,4101788,047,152,8.95
M,26.0,2494664,009,271-272,22.53
F,44.0,8514606,495,498,5.58
F,27.0,4964680,078,058,10.48
M,30.0,2400604,120,098,8.97
F,19.0,7702020,217,465,16.12
M,37.0,5429196,162,041,15.12
F,43.0,2032407,070,154,5.38
M,31.0,5133590,627,395,13.2
F,28.0,5390240,427,372,10.52
F,25.0,5930904,616,162,13.22
M,43.0,5952148,358,405,8.92
M,26.0,4602785,668,381,7.93
M,32.0,4838769,385,050,22.97
M,45.0,3558012,507,514,7.68
M,33.0,8886798,046,594,18.4
M,27.0,7456734,514,525,31.47
M,32.0,2472819,303,295,7.88
M,32.0,8881948,206,144,31.82
M,22.0,6516314,146,300,11.65
F,29.0,7701410,060,061,5.02
M,30.0,2412724,430,652,6.33
M,28.0,8240335,024,549,20.67
M,20.0,5329123,526,521,5.52
M,35.0,7749062,332,332,15.42
M,20.0,7700743,036,077,9.63
F,39.0,5886346,325,622,16.65
M,38.0,6559983,087,183,13.33
M,52.0,2712495,232,065,28.48
M,25.0,4462529,556,031,13.98
F,29.0,6243661,045,463,26.25
M,35.0,5418256,303,481,31.3
M,20.0,4927166,211,197,13.53
M,24.0,3270964,480,483,4.12
F,54.0,7665110,328,288,2.27
M,34.0,3300266,182,061,10.0
M,23.0,3295987,498,530,12.05
F,30.0,2528081,660,412,9.3
F,27.0,2765907,538,174,7.62
F,30.0,5621024,083,351,18.38
F,24.0,8166399,651,652,6.28
F,28.0,8441289,255,271-272,7.77
F,28.0,5390968,107-108,031,6.95
M,21.0,8417941,087,052,6.17
F,40.0,4275772,060,069,8.05
M,25.0,2419380,595,594,4.55
M,33.0,4025813,119,072,14.07
M,49.0,2848950,074,074,3.82
M,29.0,2026599,135,058,14.87
M,27.0,4899571,256,160,3.43
M,44.0,2186815,062,166,9.33
M,30.0,7538432,325,610,31.28
F,46.0,4333118,136,083,10.23
M,21.0,2541225,290,329,9.88
M,23.0,4197596,087,099,7.02
F,45.0,4493128,121,120,2.47
M,34.0,3259181,280,355,21.68
F,35.0,7716954,109,094,12.53
M,20.0,7294572,139,157,7.7
M,39.0,7041189,175,032,13.43
M,25.0,6389621,448,110,35.23
F,28.0,4026209,318,328,23.53
M,29.0,8287385,449,449,6.85
M,34.0,4857975,688,684,7.58
M,28.0,3438629,099,117,10.27
F,29.0,3561974,075,073,9.33
M,24.0,3152600,449,181,13.58
F,42.0,4009940,230,237-238,12.68
F,37.0,4544367,396,373,6.18
F,29.0,8355596,209,194,16.58
M,22.0,4412433,083,283,6.9
M,30.0,6995658,467,208,7.23
M,39.0,3425386,107-108,124,8.87
F,53.0,8619280,468,201,6.58
F,24.0,4060315,054,048,27.45
M,30.0,3730207,092,093,2.08
M,34.0,8645244,054,007,10.17
M,56.0,7287873,555,551,5.6
M,42.0,7895451,030,247,21.48
M,29.0,2058741,374,334,18.48
M,23.0,3367604,354,363,4.75
M,22.0,3295987,180,014,32.83
M,26.0,2926962,045,064,3.68
F,36.0,8410391,026,052,9.83
M,40.0,8709230,581,591,13.32
M,29.0,2909869,192-193,016,11.98
M,25.0,2400752,161,151,4.48
F,38.0,8963506,310,310,2.07
M,34.0,3717675,039,064,6.38
M,28.0,4576633,665,335,17.97
F,36.0,8444242,620,618,6.93
M,34.0,4489274,558,122,5.78
M,41.0,5419197,061,231,23.0
F,34.0,7755382,068,058,3.95
F,46.0,8977704,558,109,4.32
M,27.0,8525347,033,032,1.87
M,33.0,2053031,221,235-236,21.13
M,31.0,4008173,018,001,2.28
M,32.0,5222815,048,085,10.98
M,23.0,2078483,329,125,26.68
O,35.0,6585525,594,588,9.38
M,29.0,8322331,398,709,22.72
M,28.0,7006331,244,027,29.45
M,46.0,3245669,217,259,36.45
M,24.0,4123485,493,485,5.6
M,37.0,2657476,609,613,9.45
M,27.0,8132847,685,154,28.73
M,30.0,6184527,516,513,6.3
M,30.0,8947012,494,463,16.03
M,32.0,3654621,127,001,15.2
F,37.0,7761422,038,273-274,25.6
M,24.0,7075450,030,218,13.93
M,40.0,6596449,095,542,17.68
O,31.0,4744561,066,060,2.05
M,25.0,5640974,055,004,21.57
M,31.0,5869086,679,317,19.87
M,35.0,5042056,606,608,6.43
M,34.0,4074720,413,271-272,35.88
M,37.0,4544367,076,172,15.3
F,27.0,3025822,294,341,9.15
M,23.0,3350139,370,326,12.4
