Estacion,genero_x_mes,edad_x_mes,duraciones_x_mes,dias_x_mes,horas_x_mes,viajes_x_mes,retiros_x_mes,arribos_x_mes
343,"{'M': 1674.17, 'F': 763.66, 'O': 30.5}","{'<20': 23.5, '20-30': 815.33, '30-40': 1011.5, '40-50': 423.67, '50-60': 151.17, '60-70': 30.83, '70<': 12.33}","{'0-10': 808.33, '10-20': 821.67, '20-30': 424.17, '30-45': 377.17, '45+': 37.0}","{'Monday': 302.67, 'Tuesday': 364.67, 'Wednesday': 379.33, 'Thursday': 371.17, 'Friday': 364.83, 'Saturday': 253.33, 'Sunday': 432.33}","{0: 10.17, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 6.0, 6: 46.17, 7: 108.67, 8: 135.83, 9: 163.5, 10: 153.5, 11: 158.5, 12: 179.33, 13: 158.5, 14: 184.67, 15: 186.0, 16: 157.83, 17: 168.0, 18: 191.33, 19: 166.67, 20: 116.17, 21: 78.5, 22: 51.17, 23: 47.83}","{'2024-10': 2547, '2024-11': 2573, '2024-12': 2183, '2025-1': 2470, '2025-2': 2386, '2025-3': 2651}",3669.17,3695.67
345,"{'M': 1317.34, 'F': 582.5, 'O': 65.17}","{'<20': 7.5, '20-30': 639.5, '30-40': 806.17, '40-50': 335.67, '50-60': 104.17, '60-70': 70.67, '70<': 1.33}","{'0-10': 788.83, '10-20': 741.5, '20-30': 274.33, '30-45': 142.33, '45+': 18.0}","{'Monday': 296.83, 'Tuesday': 312.83, 'Wednesday': 328.83, 'Thursday': 332.17, 'Friday': 323.5, 'Saturday': 206.17, 'Sunday': 164.67}","{0: 9.5, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 11.33, 6: 25.33, 7: 68.33, 8: 167.33, 9: 177.17, 10: 112.0, 11: 113.17, 12: 116.67, 13: 97.0, 14: 122.17, 15: 127.17, 16: 124.33, 17: 117.0, 18: 170.0, 19: 140.17, 20: 87.67, 21: 78.67, 22: 62.67, 23: 37.33}","{'2024-10': 2183, '2024-11': 2186, '2024-12': 1829, '2025-1': 1878, '2025-2': 1811, '2025-3': 1903}",1880.67,1586.5
346,"{'M': 1485.66, 'F': 574.33, 'O': 34.5}","{'<20': 10.0, '20-30': 698.0, '30-40': 800.0, '40-50': 402.0, '50-60': 149.17, '60-70': 30.83, '70<': 4.5}","{'0-10': 1010.83, '10-20': 625.0, '20-30': 285.5, '30-45': 157.33, '45+': 15.83}","{'Monday': 367.67, 'Tuesday': 397.67, 'Wednesday': 377.33, 'Thursday': 390.0, 'Friday': 373.5, 'Saturday': 120.5, 'Sunday': 67.83}","{0: 4.83, 1: 0.0, 2: 0.17, 3: 0.0, 4: 0.0, 5: 5.0, 6: 29.83, 7: 159.67, 8: 286.17, 9: 208.83, 10: 116.17, 11: 86.33, 12: 102.0, 13: 106.67, 14: 165.0, 15: 156.67, 16: 143.83, 17: 165.83, 18: 138.17, 19: 88.5, 20: 60.17, 21: 31.83, 22: 21.5, 23: 17.33}","{'2024-10': 2215, '2024-11': 2124, '2024-12': 1867, '2025-1': 2124, '2025-2': 2012, '2025-3': 2225}",2004.5,1702.17
347,"{'M': 3411.0, 'F': 1101.83, 'O': 65.17}","{'<20': 52.0, '20-30': 1714.17, '30-40': 1790.33, '40-50': 719.5, '50-60': 199.5, '60-70': 98.17, '70<': 4.33}","{'0-10': 2208.17, '10-20': 1443.67, '20-30': 571.83, '30-45': 317.67, '45+': 36.67}","{'Monday': 706.33, 'Tuesday': 783.83, 'Wednesday': 799.67, 'Thursday': 816.5, 'Friday': 766.67, 'Saturday': 419.5, 'Sunday': 285.5}","{0: 24.17, 1: 0.17, 2: 0.0, 3: 0.0, 4: 0.17, 5: 10.33, 6: 110.0, 7: 202.17, 8: 380.0, 9: 372.5, 10: 257.5, 11: 244.5, 12: 258.0, 13: 268.17, 14: 348.83, 15: 342.0, 16: 338.33, 17: 286.17, 18: 352.33, 19: 290.17, 20: 195.33, 21: 121.83, 22: 91.83, 23: 83.5}","{'2024-10': 5385, '2024-11': 4803, '2024-12': 4192, '2025-1': 4790, '2025-2': 4171, '2025-3': 4127}",2687.5,2788.17
348,"{'M': 2139.83, 'F': 752.66, 'O': 55.67}","{'<20': 33.33, '20-30': 961.0, '30-40': 1311.67, '40-50': 413.5, '50-60': 145.0, '60-70': 79.67, '70<': 4.0}","{'0-10': 1317.33, '10-20': 1018.33, '20-30': 372.0, '30-45': 213.0, '45+': 27.5}","{'Monday': 437.83, 'Tuesday': 452.33, 'Wednesday': 488.0, 'Thursday': 482.0, 'Friday': 486.5, 'Saturday': 349.17, 'Sunday': 252.33}","{0: 30.17, 1: 0.67, 2: 0.0, 3: 0.17, 4: 0.17, 5: 28.17, 6: 54.83, 7: 103.67, 8: 186.67, 9: 174.17, 10: 129.67, 11: 138.33, 12: 157.0, 13: 172.83, 14: 223.33, 15: 185.5, 16: 195.17, 17: 248.17, 18: 282.0, 19: 207.17, 20: 157.83, 21: 128.0, 22: 78.33, 23: 66.17}","{'2024-10': 3220, '2024-11': 2918, '2024-12': 2558, '2025-1': 3005, '2025-2': 2969, '2025-3': 3019}",2272.67,2065.33
349,"{'M': 2110.0, 'F': 656.34, 'O': 33.83}","{'<20': 76.67, '20-30': 949.33, '30-40': 1007.83, '40-50': 432.33, '50-60': 256.5, '60-70': 71.5, '70<': 6.0}","{'0-10': 1201.83, '10-20': 968.17, '20-30': 398.5, '30-45': 211.83, '45+': 19.83}","{'Monday': 455.17, 'Tuesday': 496.0, 'Wednesday': 484.67, 'Thursday': 469.67, 'Friday': 467.0, 'Saturday': 231.5, 'Sunday': 196.17}","{0: 9.17, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.0, 5: 32.5, 6: 63.83, 7: 168.0, 8: 188.67, 9: 224.67, 10: 123.67, 11: 112.17, 12: 148.17, 13: 175.33, 14: 217.83, 15: 218.5, 16: 187.83, 17: 162.67, 18: 249.5, 19: 202.0, 20: 136.0, 21: 91.0, 22: 57.33, 23: 31.0}","{'2024-10': 3007, '2024-11': 2907, '2024-12': 2604, '2025-1': 2965, '2025-2': 2628, '2025-3': 2690}",2728.67,2764.17
351,"{'M': 4077.0, 'F': 1255.0, 'O': 89.16}","{'<20': 83.0, '20-30': 2045.83, '30-40': 2065.33, '40-50': 807.0, '50-60': 323.17, '60-70': 90.5, '70<': 6.5}","{'0-10': 1577.17, '10-20': 1860.67, '20-30': 1178.67, '30-45': 735.17, '45+': 69.67}","{'Monday': 823.33, 'Tuesday': 884.67, 'Wednesday': 848.67, 'Thursday': 879.17, 'Friday': 858.83, 'Saturday': 602.67, 'Sunday': 524.0}","{0: 33.0, 1: 2.17, 2: 0.17, 3: 0.0, 4: 0.0, 5: 34.17, 6: 121.33, 7: 270.17, 8: 262.67, 9: 231.67, 10: 213.83, 11: 213.0, 12: 250.67, 13: 313.67, 14: 342.83, 15: 362.0, 16: 379.0, 17: 468.83, 18: 662.17, 19: 530.5, 20: 308.83, 21: 221.67, 22: 116.83, 23: 82.17}","{'2024-10': 5904, '2024-11': 5606, '2024-12': 5052, '2025-1': 5308, '2025-2': 5258, '2025-3': 5400}",,
352,"{'M': 2658.84, 'F': 954.33, 'O': 49.67}","{'<20': 88.83, '20-30': 1377.33, '30-40': 1371.5, '40-50': 528.33, '50-60': 252.33, '60-70': 33.0, '70<': 11.5}","{'0-10': 1696.83, '10-20': 1128.33, '20-30': 529.33, '30-45': 278.5, '45+': 29.83}","{'Monday': 603.83, 'Tuesday': 644.17, 'Wednesday': 679.0, 'Thursday': 671.5, 'Friday': 564.5, 'Saturday': 283.83, 'Sunday': 216.0}","{0: 19.17, 1: 0.5, 2: 0.17, 3: 0.0, 4: 0.17, 5: 8.5, 6: 102.83, 7: 285.5, 8: 273.17, 9: 185.83, 10: 165.5, 11: 113.67, 12: 149.5, 13: 159.33, 14: 288.83, 15: 216.33, 16: 191.83, 17: 272.5, 18: 341.67, 19: 373.0, 20: 206.67, 21: 152.17, 22: 100.17, 23: 55.83}","{'2024-10': 4025, '2024-11': 4085, '2024-12': 3282, '2025-1': 3545, '2025-2': 3372, '2025-3': 3668}",1296.5,1313.5
353,"{'M': 1321.34, 'F': 515.5, 'O': 29.83}","{'<20': 19.33, '20-30': 647.67, '30-40': 719.5, '40-50': 342.5, '50-60': 111.83, '60-70': 22.0, '70<': 3.83}","{'0-10': 918.0, '10-20': 544.33, '20-30': 236.0, '30-45': 145.0, '45+': 23.33}","{'Monday': 268.33, 'Tuesday': 267.67, 'Wednesday': 328.33, 'Thursday': 354.83, 'Friday': 273.0, 'Saturday': 225.17, 'Sunday': 149.33}","{0: 15.17, 1: 1.17, 2: 0.0, 3: 0.0, 4: 0.17, 5: 19.5, 6: 18.5, 7: 60.17, 8: 81.5, 9: 109.67, 10: 112.0, 11: 103.17, 12: 96.67, 13: 112.67, 14: 135.83, 15: 134.33, 16: 134.67, 17: 131.33, 18: 168.83, 19: 152.0, 20: 107.83, 21: 75.83, 22: 55.0, 23: 40.67}","{'2024-10': 2197, '2024-11': 2058, '2024-12': 1701, '2025-1': 1786, '2025-2': 1847, '2025-3': 1611}",,
354,"{'M': 2569.17, 'F': 1203.0, 'O': 93.33}","{'<20': 19.67, '20-30': 1344.17, '30-40': 1473.33, '40-50': 668.0, '50-60': 303.83, '60-70': 53.33, '70<': 3.17}","{'0-10': 1785.0, '10-20': 1141.0, '20-30': 544.17, '30-45': 363.5, '45+': 31.83}","{'Monday': 624.83, 'Tuesday': 674.5, 'Wednesday': 707.0, 'Thursday': 690.33, 'Friday': 600.83, 'Saturday': 345.33, 'Sunday': 222.67}","{0: 22.0, 1: 0.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 11.17, 6: 46.17, 7: 166.83, 8: 373.5, 9: 370.33, 10: 214.67, 11: 170.5, 12: 195.0, 13: 230.17, 14: 280.0, 15: 304.67, 16: 223.17, 17: 278.0, 18: 304.33, 19: 252.83, 20: 184.33, 21: 104.5, 22: 74.67, 23: 58.5}","{'2024-10': 4709, '2024-11': 4106, '2024-12': 3248, '2025-1': 3749, '2025-2': 3669, '2025-3': 3712}",4782.17,4426.5
355,"{'M': 1814.84, 'F': 633.0, 'O': 55.83}","{'<20': 80.67, '20-30': 843.0, '30-40': 927.0, '40-50': 395.67, '50-60': 201.67, '60-70': 53.67, '70<': 2.0}","{'0-10': 1170.33, '10-20': 773.67, '20-30': 343.17, '30-45': 193.0, '45+': 23.5}","{'Monday': 415.33, 'Tuesday': 456.5, 'Wednesday': 477.33, 'Thursday': 482.67, 'Friday': 414.33, 'Saturday': 164.5, 'Sunday': 93.0}","{0: 7.0, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.0, 5: 4.33, 6: 30.17, 7: 145.33, 8: 361.5, 9: 189.67, 10: 155.5, 11: 162.5, 12: 154.33, 13: 183.83, 14: 213.0, 15: 143.67, 16: 125.67, 17: 164.0, 18: 154.17, 19: 112.33, 20: 87.67, 21: 56.33, 22: 30.33, 23: 22.0}","{'2024-10': 2812, '2024-11': 2876, '2024-12': 2159, '2025-1': 2475, '2025-2': 2296, '2025-3': 2404}",3113.33,3212.67
356,"{'M': 3093.83, 'F': 1160.84, 'O': 83.5}","{'<20': 82.0, '20-30': 1206.5, '30-40': 1882.0, '40-50': 672.83, '50-60': 328.83, '60-70': 137.33, '70<': 28.67}","{'0-10': 2209.0, '10-20': 1263.17, '20-30': 512.67, '30-45': 309.17, '45+': 44.17}","{'Monday': 685.83, 'Tuesday': 717.67, 'Wednesday': 739.67, 'Thursday': 739.83, 'Friday': 705.0, 'Saturday': 418.67, 'Sunday': 331.5}","{0: 19.0, 1: 0.83, 2: 0.0, 3: 0.0, 4: 0.0, 5: 31.0, 6: 42.33, 7: 181.0, 8: 317.5, 9: 365.67, 10: 288.33, 11: 254.17, 12: 284.83, 13: 298.83, 14: 301.33, 15: 294.17, 16: 285.33, 17: 299.33, 18: 328.17, 19: 238.33, 20: 176.67, 21: 152.33, 22: 118.83, 23: 60.17}","{'2024-10': 4817, '2024-11': 5181, '2024-12': 3987, '2025-1': 4167, '2025-2': 3862, '2025-3': 4015}",5056.67,5152.5
357,"{'M': 2747.5, 'F': 1243.16, 'O': 61.34}","{'<20': 52.67, '20-30': 1494.0, '30-40': 1594.17, '40-50': 469.83, '50-60': 324.5, '60-70': 90.0, '70<': 26.83}","{'0-10': 2028.17, '10-20': 1289.17, '20-30': 425.17, '30-45': 275.17, '45+': 34.33}","{'Monday': 658.5, 'Tuesday': 675.33, 'Wednesday': 687.83, 'Thursday': 735.83, 'Friday': 695.0, 'Saturday': 345.5, 'Sunday': 254.0}","{0: 15.33, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.0, 5: 22.0, 6: 85.33, 7: 184.17, 8: 290.17, 9: 247.0, 10: 249.5, 11: 257.17, 12: 227.5, 13: 266.33, 14: 259.17, 15: 277.83, 16: 281.67, 17: 316.33, 18: 347.0, 19: 258.33, 20: 192.33, 21: 138.17, 22: 84.83, 23: 51.5}","{'2024-10': 4751, '2024-11': 4494, '2024-12': 3815, '2025-1': 4012, '2025-2': 3680, '2025-3': 3560}",1562.83,1527.33
358,"{'M': 1723.17, 'F': 865.84, 'O': 45.84}","{'<20': 25.33, '20-30': 826.67, '30-40': 1050.17, '40-50': 432.67, '50-60': 261.5, '60-70': 29.83, '70<': 8.67}","{'0-10': 1204.5, '10-20': 933.17, '20-30': 308.0, '30-45': 166.33, '45+': 22.83}","{'Monday': 404.83, 'Tuesday': 458.67, 'Wednesday': 465.5, 'Thursday': 440.33, 'Friday': 419.33, 'Saturday': 244.67, 'Sunday': 201.5}","{0: 14.5, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 7.5, 6: 56.83, 7: 151.67, 8: 126.83, 9: 144.0, 10: 111.0, 11: 116.5, 12: 104.17, 13: 136.83, 14: 181.83, 15: 225.0, 16: 172.67, 17: 209.5, 18: 227.83, 19: 219.67, 20: 162.67, 21: 119.5, 22: 89.83, 23: 56.5}","{'2024-10': 2943, '2024-11': 2764, '2024-12': 2363, '2025-1': 2489, '2025-2': 2589, '2025-3': 2661}",1410.83,1695.17
359,"{'M': 3793.83, 'F': 1482.17, 'O': 103.34}","{'<20': 76.83, '20-30': 1932.83, '30-40': 2044.67, '40-50': 772.5, '50-60': 376.17, '60-70': 162.33, '70<': 14.0}","{'0-10': 2980.67, '10-20': 1556.83, '20-30': 472.5, '30-45': 325.67, '45+': 43.67}","{'Monday': 824.67, 'Tuesday': 880.17, 'Wednesday': 902.33, 'Thursday': 869.33, 'Friday': 885.0, 'Saturday': 567.67, 'Sunday': 450.17}","{0: 28.17, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.0, 5: 41.5, 6: 101.5, 7: 192.5, 8: 310.33, 9: 296.83, 10: 269.67, 11: 267.67, 12: 276.83, 13: 325.33, 14: 383.0, 15: 441.33, 16: 362.17, 17: 381.5, 18: 436.17, 19: 432.5, 20: 320.83, 21: 226.33, 22: 173.67, 23: 111.17}","{'2024-10': 5826, '2024-11': 5655, '2024-12': 4949, '2025-1': 5477, '2025-2': 5110, '2025-3': 5259}",1770.33,1828.5
360,"{'M': 2485.83, 'F': 861.83, 'O': 57.34}","{'<20': 71.67, '20-30': 1175.83, '30-40': 1378.0, '40-50': 509.83, '50-60': 143.17, '60-70': 107.0, '70<': 19.5}","{'0-10': 1593.67, '10-20': 1190.33, '20-30': 367.83, '30-45': 220.83, '45+': 32.33}","{'Monday': 525.67, 'Tuesday': 526.33, 'Wednesday': 553.33, 'Thursday': 549.0, 'Friday': 520.17, 'Saturday': 369.0, 'Sunday': 361.5}","{0: 12.5, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 14.33, 6: 70.83, 7: 151.0, 8: 185.67, 9: 232.0, 10: 202.33, 11: 208.33, 12: 196.33, 13: 218.17, 14: 230.67, 15: 218.83, 16: 207.17, 17: 238.67, 18: 255.83, 19: 256.0, 20: 209.5, 21: 150.33, 22: 94.17, 23: 52.33}","{'2024-10': 3757, '2024-11': 3480, '2024-12': 2896, '2025-1': 3443, '2025-2': 3410, '2025-3': 3444}",1427.83,1556.67
361,"{'M': 1568.67, 'F': 602.83, 'O': 144.17}","{'<20': 41.67, '20-30': 689.17, '30-40': 900.83, '40-50': 440.5, '50-60': 216.17, '60-70': 25.0, '70<': 2.33}","{'0-10': 1037.83, '10-20': 747.5, '20-30': 347.33, '30-45': 162.67, '45+': 20.33}","{'Monday': 379.17, 'Tuesday': 412.33, 'Wednesday': 417.5, 'Thursday': 444.67, 'Friday': 357.83, 'Saturday': 187.5, 'Sunday': 116.67}","{0: 9.5, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 9.67, 6: 36.33, 7: 103.83, 8: 200.67, 9: 189.33, 10: 121.67, 11: 115.5, 12: 118.33, 13: 132.83, 14: 156.17, 15: 145.33, 16: 146.0, 17: 176.0, 18: 236.67, 19: 165.0, 20: 120.0, 21: 62.5, 22: 41.5, 23: 28.83}","{'2024-10': 2389, '2024-11': 2623, '2024-12': 2169, '2025-1': 2226, '2025-2': 2197, '2025-3': 2290}",1127.0,826.33
362,"{'M': 1369.0, 'F': 531.83, 'O': 48.84}","{'<20': 11.17, '20-30': 751.0, '30-40': 787.17, '40-50': 210.83, '50-60': 126.17, '60-70': 62.17, '70<': 1.17}","{'0-10': 973.0, '10-20': 597.33, '20-30': 236.33, '30-45': 127.0, '45+': 16.0}","{'Monday': 314.83, 'Tuesday': 297.33, 'Wednesday': 322.83, 'Thursday': 330.17, 'Friday': 297.83, 'Saturday': 208.83, 'Sunday': 177.83}","{0: 12.83, 1: 0.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 15.17, 6: 39.0, 7: 116.0, 8: 142.0, 9: 107.0, 10: 78.5, 11: 82.83, 12: 77.5, 13: 103.5, 14: 166.0, 15: 148.83, 16: 156.0, 17: 148.17, 18: 150.5, 19: 144.0, 20: 105.67, 21: 71.83, 22: 50.33, 23: 33.83}","{'2024-10': 2220, '2024-11': 2144, '2024-12': 1836, '2025-1': 1973, '2025-2': 1826, '2025-3': 1699}",2629.67,2703.67
363,"{'M': 2553.0, 'F': 1025.16, 'O': 60.83}","{'<20': 36.33, '20-30': 1457.5, '30-40': 1393.33, '40-50': 528.17, '50-60': 144.83, '60-70': 76.17, '70<': 2.67}","{'0-10': 1526.5, '10-20': 1150.67, '20-30': 554.17, '30-45': 365.83, '45+': 41.83}","{'Monday': 566.0, 'Tuesday': 620.17, 'Wednesday': 665.67, 'Thursday': 613.17, 'Friday': 545.17, 'Saturday': 281.5, 'Sunday': 347.33}","{0: 9.33, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 49.17, 6: 132.33, 7: 301.67, 8: 429.5, 9: 287.67, 10: 223.33, 11: 207.67, 12: 182.67, 13: 203.33, 14: 254.5, 15: 238.33, 16: 232.5, 17: 186.83, 18: 184.83, 19: 179.17, 20: 125.0, 21: 113.5, 22: 64.5, 23: 33.17}","{'2024-10': 3909, '2024-11': 3830, '2024-12': 3240, '2025-1': 3466, '2025-2': 3677, '2025-3': 3712}",6447.5,5973.33
365,"{'M': 3243.5, 'F': 1150.17, 'O': 87.16}","{'<20': 54.83, '20-30': 1639.83, '30-40': 1815.0, '40-50': 653.5, '50-60': 232.5, '60-70': 74.83, '70<': 10.33}","{'0-10': 1432.67, '10-20': 1688.83, '20-30': 799.67, '30-45': 508.67, '45+': 51.0}","{'Monday': 743.67, 'Tuesday': 757.0, 'Wednesday': 737.0, 'Thursday': 745.5, 'Friday': 690.5, 'Saturday': 430.5, 'Sunday': 376.67}","{0: 27.83, 1: 1.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 66.33, 6: 70.67, 7: 229.67, 8: 289.17, 9: 257.83, 10: 168.67, 11: 153.5, 12: 164.67, 13: 210.0, 14: 268.67, 15: 294.0, 16: 311.67, 17: 373.67, 18: 481.83, 19: 404.0, 20: 295.33, 21: 197.67, 22: 121.5, 23: 93.17}","{'2024-10': 4508, '2024-11': 4578, '2024-12': 3702, '2025-1': 4928, '2025-2': 4469, '2025-3': 4700}",2593.83,2569.5
366,"{'M': 2091.67, 'F': 931.16, 'O': 114.33}","{'<20': 64.67, '20-30': 1328.33, '30-40': 1104.17, '40-50': 359.67, '50-60': 222.5, '60-70': 44.33, '70<': 13.5}","{'0-10': 1581.33, '10-20': 895.33, '20-30': 407.17, '30-45': 226.33, '45+': 27.0}","{'Monday': 477.5, 'Tuesday': 504.5, 'Wednesday': 541.33, 'Thursday': 534.33, 'Friday': 482.0, 'Saturday': 302.5, 'Sunday': 295.0}","{0: 12.83, 1: 0.33, 2: 0.17, 3: 0.0, 4: 0.33, 5: 16.5, 6: 80.0, 7: 128.0, 8: 196.33, 9: 171.5, 10: 157.83, 11: 159.5, 12: 159.0, 13: 174.33, 14: 261.0, 15: 245.33, 16: 222.67, 17: 226.67, 18: 219.33, 19: 240.0, 20: 176.0, 21: 145.67, 22: 103.17, 23: 40.67}","{'2024-10': 3416, '2024-11': 3807, '2024-12': 2702, '2025-1': 3037, '2025-2': 2959, '2025-3': 2902}",,
367,"{'M': 1046.83, 'F': 381.0, 'O': 88.0}","{'<20': 25.5, '20-30': 520.67, '30-40': 444.33, '40-50': 304.0, '50-60': 127.67, '60-70': 81.0, '70<': 12.67}","{'0-10': 714.17, '10-20': 386.0, '20-30': 255.67, '30-45': 144.33, '45+': 15.67}","{'Monday': 250.5, 'Tuesday': 257.0, 'Wednesday': 266.0, 'Thursday': 271.0, 'Friday': 252.67, 'Saturday': 118.67, 'Sunday': 100.0}","{0: 5.33, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.0, 5: 1.67, 6: 76.17, 7: 119.5, 8: 164.67, 9: 96.17, 10: 71.5, 11: 76.67, 12: 68.33, 13: 108.67, 14: 133.83, 15: 109.0, 16: 112.33, 17: 96.67, 18: 86.5, 19: 65.67, 20: 46.83, 21: 38.17, 22: 27.17, 23: 10.67}","{'2024-10': 1952, '2024-11': 1229, '2024-12': 1545, '2025-1': 1625, '2025-2': 1434, '2025-3': 1310}",2371.33,2469.67
369,"{'M': 4956.0, 'F': 2342.16, 'O': 200.0}","{'<20': 81.83, '20-30': 2782.33, '30-40': 2849.83, '40-50': 1172.17, '50-60': 435.33, '60-70': 143.17, '70<': 33.5}","{'0-10': 3718.83, '10-20': 1991.5, '20-30': 932.5, '30-45': 780.5, '45+': 74.83}","{'Monday': 1150.33, 'Tuesday': 1210.17, 'Wednesday': 1299.0, 'Thursday': 1290.5, 'Friday': 1185.0, 'Saturday': 742.5, 'Sunday': 620.67}","{0: 23.17, 1: 0.5, 2: 0.0, 3: 0.0, 4: 0.0, 5: 41.0, 6: 157.5, 7: 404.83, 8: 795.17, 9: 698.83, 10: 406.17, 11: 337.67, 12: 396.83, 13: 407.17, 14: 522.0, 15: 537.67, 16: 463.33, 17: 586.83, 18: 555.0, 19: 402.67, 20: 306.5, 21: 225.0, 22: 155.0, 23: 75.33}","{'2024-10': 8386, '2024-11': 7994, '2024-12': 6384, '2025-1': 7537, '2025-2': 7302, '2025-3': 7386}",6775.83,6709.83
370,"{'M': 3251.83, 'F': 1339.17, 'O': 77.84}","{'<20': 63.33, '20-30': 1652.17, '30-40': 1891.17, '40-50': 652.5, '50-60': 298.5, '60-70': 98.67, '70<': 12.5}","{'0-10': 2086.0, '10-20': 1458.5, '20-30': 671.0, '30-45': 416.33, '45+': 37.0}","{'Monday': 716.17, 'Tuesday': 805.17, 'Wednesday': 822.17, 'Thursday': 849.33, 'Friday': 737.0, 'Saturday': 444.67, 'Sunday': 294.33}","{0: 10.33, 1: 0.0, 2: 0.17, 3: 0.0, 4: 0.0, 5: 23.0, 6: 100.67, 7: 284.0, 8: 421.5, 9: 331.5, 10: 262.5, 11: 265.0, 12: 222.5, 13: 240.67, 14: 328.0, 15: 291.83, 16: 305.5, 17: 317.33, 18: 400.5, 19: 302.17, 20: 257.83, 21: 176.5, 22: 86.0, 23: 41.33}","{'2024-10': 4987, '2024-11': 4901, '2024-12': 4052, '2025-1': 4780, '2025-2': 4523, '2025-3': 4770}",2031.0,2021.0
371,"{'M': 2229.34, 'F': 1138.17, 'O': 90.0}","{'<20': 29.83, '20-30': 1207.17, '30-40': 1353.33, '40-50': 529.83, '50-60': 220.5, '60-70': 93.17, '70<': 23.67}","{'0-10': 1569.67, '10-20': 1090.5, '20-30': 474.33, '30-45': 289.67, '45+': 33.33}","{'Monday': 516.5, 'Tuesday': 587.0, 'Wednesday': 595.5, 'Thursday': 560.67, 'Friday': 545.17, 'Saturday': 365.5, 'Sunday': 287.17}","{0: 20.0, 1: 0.67, 2: 0.0, 3: 0.0, 4: 0.0, 5: 40.17, 6: 39.83, 7: 108.67, 8: 220.83, 9: 235.5, 10: 174.0, 11: 184.0, 12: 198.67, 13: 257.67, 14: 289.33, 15: 270.0, 16: 242.83, 17: 251.33, 18: 290.0, 19: 242.33, 20: 149.83, 21: 105.17, 22: 84.33, 23: 52.33}","{'2024-10': 3895, '2024-11': 4038, '2024-12': 3111, '2025-1': 3439, '2025-2': 3107, '2025-3': 3155}",2239.33,2116.17
372,"{'M': 4231.17, 'F': 2012.83, 'O': 134.84}","{'<20': 56.67, '20-30': 2068.0, '30-40': 2698.83, '40-50': 776.0, '50-60': 532.0, '60-70': 197.83, '70<': 49.5}","{'0-10': 3266.5, '10-20': 1960.5, '20-30': 605.5, '30-45': 473.17, '45+': 73.17}","{'Monday': 961.5, 'Tuesday': 1003.17, 'Wednesday': 1034.0, 'Thursday': 1077.17, 'Friday': 1006.17, 'Saturday': 697.5, 'Sunday': 599.33}","{0: 43.0, 1: 3.33, 2: 0.0, 3: 0.0, 4: 0.0, 5: 43.67, 6: 152.67, 7: 193.67, 8: 326.0, 9: 446.17, 10: 396.17, 11: 360.67, 12: 376.17, 13: 424.17, 14: 452.5, 15: 430.83, 16: 431.83, 17: 475.33, 18: 486.17, 19: 467.17, 20: 337.0, 21: 255.17, 22: 181.17, 23: 96.0}","{'2024-10': 7509, '2024-11': 3757, '2024-12': 6261, '2025-1': 7107, '2025-2': 6642, '2025-3': 6997}",1220.0,1169.33
373,"{'M': 2143.5, 'F': 896.66, 'O': 77.16}","{'<20': 97.67, '20-30': 953.67, '30-40': 1424.67, '40-50': 335.83, '50-60': 110.83, '60-70': 186.83, '70<': 7.83}","{'0-10': 1545.83, '10-20': 980.83, '20-30': 334.67, '30-45': 228.17, '45+': 27.83}","{'Monday': 502.67, 'Tuesday': 512.0, 'Wednesday': 524.67, 'Thursday': 540.17, 'Friday': 494.33, 'Saturday': 294.0, 'Sunday': 249.5}","{0: 21.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 4.17, 6: 66.33, 7: 182.5, 8: 176.67, 9: 170.5, 10: 138.0, 11: 126.83, 12: 149.67, 13: 188.83, 14: 213.33, 15: 251.83, 16: 180.17, 17: 217.0, 18: 307.33, 19: 225.83, 20: 198.17, 21: 146.33, 22: 99.17, 23: 53.67}","{'2024-10': 3199, '2024-11': 3579, '2024-12': 2720, '2025-1': 3065, '2025-2': 3099, '2025-3': 3042}",3429.67,3093.17
